competitors_name,country,total,place,judging,finals,category,competition,location,date,url,img_url
Minna Helena Pajulahti,"{'city': '', 'state': '', 'country': 'Finland'}",133.0,9,37.0,96.0,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Danielle Chikeles,"{'city': '', 'state': '', 'country': 'United States'}",150.0,11,50.0,100.0,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Michelle Fredua-Mensah,"{'city': '', 'state': '', 'country': 'United Kingdom'}",49.0,4,15.0,34.0,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Tiffany Chandler,"{'city': '', 'state': '', 'country': 'United States'}",109.0,7,45.0,64.0,Women's Fitness,2024-arnold-classic,"Columbus,OHUnited States",2024-03-01,https://www.ifbbpro.com/competition/2024-arnold-classic/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldusaPRO_030124_Day1scorecard1-1-800x1087.jpg
Juliana Mota,"{'city': '', 'state': '', 'country': 'France'}",10.0,2,10.0,0.0,Women's Wellness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results2-800x287.jpg
Sandra Colorado Acal,"{'city': '', 'state': '', 'country': 'Spain'}",15.0,3,15.0,0.0,Women's Wellness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results2-800x287.jpg
Leonida Ciobu,"{'city': '', 'state': '', 'country': 'Moldova'}",5.0,1,5.0,0.0,Women's Wellness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results2-800x287.jpg
Rosa Benadero Munoz,"{'city': '', 'state': '', 'country': 'Spain'}",20.0,4,20.0,0.0,Women's Wellness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results2-800x287.jpg
Amanda Burnett,"{'city': '', 'state': '', 'country': 'United States'}",25.0,5,25.0,0.0,Women's Wellness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results2-800x287.jpg
Wesley Vissers,"{'city': '', 'state': '', 'country': 'Netherlands'}",5.0,1,5.0,0.0,Men's Classic Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Emanuele Ricotti,"{'city': '', 'state': '', 'country': 'Italy'}",25.0,5,25.0,0.0,Men's Classic Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Breon Ansley,"{'city': '', 'state': '', 'country': 'United States'}",11.0,2,11.0,0.0,Men's Classic Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Urs Kalecinski,"{'city': '', 'state': '', 'country': 'Germany'}",14.0,3,14.0,0.0,Men's Classic Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Michael Daboul,"{'city': '', 'state': '', 'country': 'United Kingdom'}",20.0,4,20.0,0.0,Men's Classic Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Denis Romanov,"{'city': '', 'state': '', 'country': 'Russia'}",30.0,6,30.0,0.0,Men's Classic Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Joshua Eastham,"{'city': '', 'state': '', 'country': 'United Kingdom'}",35.0,7,35.0,0.0,Men's Classic Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Tiffany Chandler,"{'city': '', 'state': '', 'country': 'United States'}",97.0,7,25.0,72.0,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Nikolett Szabo,"{'city': '', 'state': '', 'country': 'Hungary'}",115.0,8,45.0,70.0,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Abby Bolton,"{'city': '', 'state': '', 'country': 'Canada'}",75.0,4,35.0,40.0,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Aurika Tyrgale,"{'city': '', 'state': '', 'country': 'Russia'}",79.0,5,19.0,60.0,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Jaclyn Baker,"{'city': '', 'state': '', 'country': 'United States'}",26.0,1,10.0,16.0,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Ariel Khadr,"{'city': '', 'state': '', 'country': 'United States'}",30.0,2,16.0,14.0,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Michaela Pavlova,"{'city': '', 'state': '', 'country': 'Slovakia'}",96.0,6,30.0,66.0,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Michelle Fredua-Mensah,"{'city': '', 'state': '', 'country': 'United Kingdom'}",41.0,3,5.0,36.0,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Minna Helena Pajulahti,"{'city': '', 'state': '', 'country': 'Finland'}",118.0,9,40.0,78.0,Women's Fitness,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031524_results1-800x893.jpg
Lucia Malavaze,"{'city': '', 'state': '', 'country': 'United States'}",36.0,7,36.0,0.0,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Vania Auguste,"{'city': '', 'state': '', 'country': 'United States'}",7.0,1,7.0,0.0,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Ndeye Ndour,"{'city': '', 'state': '', 'country': 'United States'}",62.0,12,62.0,0.0,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Angelica Teixeira,"{'city': '', 'state': '', 'country': 'United States'}",20.0,4,20.0,0.0,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Tatiana Lanovenko,"{'city': '', 'state': '', 'country': 'Russia'}",39.0,8,39.0,0.0,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Eli Fernandez,"{'city': '', 'state': '', 'country': 'Mexico'}",25.0,5,25.0,0.0,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Phoebe Hagan,"{'city': '', 'state': '', 'country': 'United Kingdom'}",30.0,6,30.0,0.0,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Lisa Reith,"{'city': '', 'state': '', 'country': 'Germany'}",45.0,9,45.0,0.0,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Tara Grier,"{'city': '', 'state': '', 'country': 'United States'}",8.0,2,8.0,0.0,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Nittaya Kongthun,"{'city': '', 'state': '', 'country': 'Thailand'}",52.0,10,52.0,0.0,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Alice Marchisio,"{'city': '', 'state': '', 'country': 'Italy'}",63.0,13,63.0,0.0,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Marie-Eve Duchesneau,"{'city': '', 'state': '', 'country': 'Canada'}",15.0,3,15.0,0.0,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
Ottavia Mazza,"{'city': '', 'state': '', 'country': 'Italy'}",53.0,11,53.0,0.0,Women's Bikini,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results4-800x538.jpg
James Hollingshead,"{'city': '', 'state': '', 'country': 'United Kingdom'}",50.0,5,25.0,25.0,Men's Bodybuilding,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Akim Williams,"{'city': '', 'state': '', 'country': 'United States'}",34.0,3,19.0,15.0,Men's Bodybuilding,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Hadi Choopan,"{'city': '', 'state': '', 'country': 'Iran'}",12.0,1,6.0,6.0,Men's Bodybuilding,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Samson Dauda,"{'city': '', 'state': '', 'country': 'United Kingdom'}",18.0,2,9.0,9.0,Men's Bodybuilding,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Jonathan Delarosa,"{'city': '', 'state': '', 'country': 'United States'}",36.0,4,16.0,20.0,Men's Bodybuilding,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Antoine Vaillant,"{'city': '', 'state': '', 'country': 'Canada'}",69.0,7,35.0,34.0,Men's Bodybuilding,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Mohamed Shaaban Elimbabi,"{'city': '', 'state': '', 'country': 'United States'}",61.0,6,30.0,31.0,Men's Bodybuilding,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Diogo Montenegro,"{'city': '', 'state': '', 'country': 'Brazil'}",10.0,2,10.0,0.0,Men's Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Kadeem Hillman,"{'city': '', 'state': '', 'country': 'United States'}",28.0,6,28.0,0.0,Men's Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Clarence Mcspadden,"{'city': '', 'state': '', 'country': 'United States'}",20.0,4,20.0,0.0,Men's Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Vitor Chaves,"{'city': '', 'state': '', 'country': 'Brazil'}",15.0,3,15.0,0.0,Men's Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Mahmood Al-Maghrabi,"{'city': '', 'state': '', 'country': 'Bahrain'}",27.0,5,27.0,0.0,Men's Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Corey Morris,"{'city': '', 'state': '', 'country': 'United States'}",5.0,1,5.0,0.0,Men's Physique,2024-arnold-classic-uk,"Birmingham,United Kingdom",2024-03-15,https://www.ifbbpro.com/competition/2024-arnold-classic-uk/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024arnoldukPRO_031624_results3-800x958.jpg
Rafaela Brandao,"{'city': '', 'state': '', 'country': 'Brazil'}",12.0,4,12.0,0.0,Women's Bikini,2024-musclecontest-campinas-pro,"Campinas,Brazil",2024-03-16,https://www.ifbbpro.com/competition/2024-musclecontest-campinas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024campinasPRO_031624_results-800x532.jpg
Maria Alexsandra Rocha,"{'city': '', 'state': '', 'country': 'Brazil'}",6.0,2,6.0,0.0,Women's Bikini,2024-musclecontest-campinas-pro,"Campinas,Brazil",2024-03-16,https://www.ifbbpro.com/competition/2024-musclecontest-campinas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024campinasPRO_031624_results-800x532.jpg
Luciana Santos,"{'city': '', 'state': '', 'country': 'Brazil'}",3.0,1,3.0,0.0,Women's Bikini,2024-musclecontest-campinas-pro,"Campinas,Brazil",2024-03-16,https://www.ifbbpro.com/competition/2024-musclecontest-campinas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024campinasPRO_031624_results-800x532.jpg
Ana Carolina Souza,"{'city': '', 'state': '', 'country': 'Brazil'}",9.0,3,9.0,0.0,Women's Bikini,2024-musclecontest-campinas-pro,"Campinas,Brazil",2024-03-16,https://www.ifbbpro.com/competition/2024-musclecontest-campinas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024campinasPRO_031624_results-800x532.jpg
Karina Silva,"{'city': '', 'state': '', 'country': 'Brazil'}",15.0,5,15.0,0.0,Women's Bikini,2024-musclecontest-campinas-pro,"Campinas,Brazil",2024-03-16,https://www.ifbbpro.com/competition/2024-musclecontest-campinas-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024campinasPRO_031624_results-800x532.jpg
Brooke Hazard,"{'city': '', 'state': '', 'country': 'United States'}",15.0,5,15.0,0.0,Women's Wellness,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Haley Johnson,"{'city': '', 'state': '', 'country': 'United States'}",18.0,6,18.0,0.0,Women's Wellness,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Wendy Milhorn,"{'city': '', 'state': '', 'country': 'United States'}",35.0,12,35.0,0.0,Women's Wellness,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Kali Nakvinda,"{'city': '', 'state': '', 'country': 'United States'}",24.0,8,24.0,0.0,Women's Wellness,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
Cassandra Pennington,"{'city': '', 'state': '', 'country': 'United States'}",6.0,2,6.0,0.0,Women's Wellness,2024-sampson-showdown-pro,"Las Vegas,NVUnited States",2024-03-23,https://www.ifbbpro.com/competition/2024-sampson-showdown-pro/,https://www.ifbbpro.com/wp-content/uploads/2024/01/2024sampsonPRO_032324_results-800x1061.jpg
