competitors_name,country,judging,finals,total,place,category,date,location,url,img_url,competition,check
Rita Villarreal,"{'city': 'Brownsville', 'state': 'TX', 'country': 'United States'}",15.0,0.0,15.0,5,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Blanca Barcelo,"{'city': 'Marana', 'state': 'AZ', 'country': 'United States'}",18.0,0.0,18.0,6,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Jackie Hurry,"{'city': 'Seabrook', 'state': 'TX', 'country': 'United States'}",22.0,0.0,22.0,7,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Jessica Baltazar,"{'city': 'La Quinta', 'state': 'CA', 'country': 'United States'}",23.0,0.0,23.0,8,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Sh’ Nere Mattise Deas,"{'city': 'Virginia Beach', 'state': 'VA', 'country': 'United States'}",28.0,0.0,28.0,9,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Naomi Haley,"{'city': 'Osceola', 'state': 'IN', 'country': 'United States'}",29.0,0.0,29.0,10,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Silvia Kovacsova,"{'city': '', 'state': '', 'country': 'Australia'}",33.0,0.0,33.0,11,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Alexis Davis,"{'city': 'Norman', 'state': 'OK', 'country': 'United States'}",35.0,0.0,35.0,12,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Jessica Cocke,"{'city': 'Madison', 'state': 'MS', 'country': 'United States'}",39.0,0.0,39.0,13,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Laura Saccomani,"{'city': '', 'state': '', 'country': 'Paraguay'}",42.0,0.0,42.0,14,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Wendy Ford,"{'city': 'Spring', 'state': 'TX', 'country': 'United States'}",46.0,0.0,46.0,15,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Ruth Castillo,"{'city': '', 'state': '', 'country': 'Mexico'}",47.0,0.0,47.0,16,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Mariacarolina Davis,"{'city': 'Houston', 'state': 'TX', 'country': 'United States'}",48.0,0.0,48.0,16,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Sara Taschner,"{'city': 'Goodyear', 'state': 'AZ', 'country': 'United States'}",48.0,0.0,48.0,16,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Patrina Mosca,"{'city': 'Humble', 'state': 'TX', 'country': 'United States'}",48.0,0.0,48.0,16,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Melody Polkinghorn,"{'city': 'Tucson', 'state': 'AZ', 'country': 'United States'}",48.0,0.0,48.0,16,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Jessica Rodriguez,"{'city': 'Houston', 'state': 'TX', 'country': 'United States'}",48.0,0.0,48.0,16,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Linda Judith Cantu Gonzalez,"{'city': '', 'state': '', 'country': 'Mexico'}",48.0,0.0,48.0,16,Women's Figure,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Ashley Hampton,"{'city': 'Atlanta', 'state': 'GA', 'country': 'United States'}",3.0,0.0,3.0,1,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Lauren Kralovec,"{'city': 'Boise', 'state': 'ID', 'country': 'United States'}",6.0,0.0,6.0,2,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Lacy Rutland,"{'city': 'Tacoma', 'state': 'WA', 'country': 'United States'}",9.0,0.0,9.0,3,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Deanna Dang,"{'city': 'Las Vegas', 'state': 'NV', 'country': 'United States'}",12.0,0.0,12.0,4,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Alessia Facchin,"{'city': '', 'state': '', 'country': 'Italy'}",15.0,0.0,15.0,5,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Hope Harper,"{'city': 'Reno', 'state': 'NV', 'country': 'United States'}",18.0,0.0,18.0,6,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Marissa Willmott,"{'city': 'Klamath Falls', 'state': 'OR', 'country': 'United States'}",22.0,0.0,22.0,7,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Sasa He,"{'city': '', 'state': '', 'country': 'China'}",23.0,0.0,23.0,8,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Perla Cadena,"{'city': 'Austin', 'state': 'TX', 'country': 'United States'}",27.0,0.0,27.0,9,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Emma Macdougall,"{'city': '', 'state': '', 'country': 'Canada'}",30.0,0.0,30.0,10,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Denisse Licon,"{'city': 'El Paso', 'state': 'TX', 'country': 'United States'}",33.0,0.0,33.0,11,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Gigi Amurao,"{'city': 'Miami', 'state': 'FL', 'country': 'United States'}",38.0,0.0,38.0,12,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Rebecca Ianno,"{'city': 'Cibolo', 'state': 'TX', 'country': 'United States'}",43.0,0.0,43.0,13,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Zoey Panzarino,"{'city': 'Las Vegas', 'state': 'NV', 'country': 'United States'}",44.0,0.0,44.0,14,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Cindy Van Empel-Popowich,"{'city': '', 'state': '', 'country': 'Canada'}",48.0,0.0,48.0,15,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Stacy Deville,"{'city': 'Pineville', 'state': 'LA', 'country': 'United States'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Cristina Meza,"{'city': '', 'state': '', 'country': 'Mexico'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Marcela Moreno,"{'city': '', 'state': '', 'country': 'Mexico'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Amanda Rivas,"{'city': 'Los Angeles', 'state': 'CA', 'country': 'United States'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Monica Rubio,"{'city': 'Edinburg', 'state': 'TX', 'country': 'United States'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Cinthia Beltran,"{'city': 'South Gate', 'state': 'CA', 'country': 'United States'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Louisa Burke,"{'city': '', 'state': '', 'country': 'Germany'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Kaylie Fountain,"{'city': 'Mcallen', 'state': 'TX', 'country': 'United States'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Brenda Garay,"{'city': 'Magnolia', 'state': 'TX', 'country': 'United States'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Czarina Gastelum,"{'city': '', 'state': '', 'country': 'Mexico'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Haley Johnson,"{'city': 'Grantville', 'state': 'GA', 'country': 'United States'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Paola Leon,"{'city': '', 'state': '', 'country': 'Mexico'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Samantha Mcnamara,"{'city': 'Lubbock', 'state': 'TX', 'country': 'United States'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Rosario Orihuela Hammadi,"{'city': '', 'state': '', 'country': 'Spain'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Carmen Ruiz Alonso,"{'city': '', 'state': '', 'country': 'Afghanistan'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Bianca Van Wyk,"{'city': '', 'state': '', 'country': 'South Africa'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Denise Wedderburn,"{'city': 'Houston', 'state': 'TX', 'country': 'United States'}",48.0,0.0,48.0,16,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,True
Myra Colcord,"{'city': 'Tampa', 'state': 'FL', 'country': 'United States'}",,,,,Women's Bikini,2024-09-14,"San Antonio,Texas",https://www.ifbbpro.com/competition/2024-san-antonio-pro/,,2024-san-antonio-pro,False
Ariana Brothers,"{'city': 'Winston-Salem', 'state': 'NC', 'country': 'United States'}",3.0,0.0,3.0,1,Women's Bikini,2024-09-14,"Fort Lauderdale,Florida",https://www.ifbbpro.com/competition/2024-janet-layugs-battle-of-the-bodies/,,2024-janet-layugs-battle-of-the-bodies,True
Ekaterina Opekunova,"{'city': '', 'state': '', 'country': 'Russia'}",6.0,0.0,6.0,2,Women's Bikini,2024-09-14,"Fort Lauderdale,Florida",https://www.ifbbpro.com/competition/2024-janet-layugs-battle-of-the-bodies/,,2024-janet-layugs-battle-of-the-bodies,True
Noelle Agnew,"{'city': 'Wilmington', 'state': 'NC', 'country': 'United States'}",9.0,0.0,9.0,3,Women's Bikini,2024-09-14,"Fort Lauderdale,Florida",https://www.ifbbpro.com/competition/2024-janet-layugs-battle-of-the-bodies/,,2024-janet-layugs-battle-of-the-bodies,True
Hope Gonzalez,"{'city': 'Windermere', 'state': 'FL', 'country': 'United States'}",12.0,0.0,12.0,4,Women's Bikini,2024-09-14,"Fort Lauderdale,Florida",https://www.ifbbpro.com/competition/2024-janet-layugs-battle-of-the-bodies/,,2024-janet-layugs-battle-of-the-bodies,True
Ali Taylor,"{'city': 'Tampa', 'state': 'FL', 'country': 'United States'}",15.0,0.0,15.0,5,Women's Bikini,2024-09-14,"Fort Lauderdale,Florida",https://www.ifbbpro.com/competition/2024-janet-layugs-battle-of-the-bodies/,,2024-janet-layugs-battle-of-the-bodies,True
Kateryna Kauffmann,"{'city': '', 'state': '', 'country': 'Canada'}",18.0,0.0,18.0,6,Women's Bikini,2024-09-14,"Fort Lauderdale,Florida",https://www.ifbbpro.com/competition/2024-janet-layugs-battle-of-the-bodies/,,2024-janet-layugs-battle-of-the-bodies,True
Irene Iravedra,"{'city': '', 'state': '', 'country': 'Spain'}",21.0,0.0,21.0,7,Women's Bikini,2024-09-14,"Fort Lauderdale,Florida",https://www.ifbbpro.com/competition/2024-janet-layugs-battle-of-the-bodies/,,2024-janet-layugs-battle-of-the-bodies,True
Romina Basualdo,"{'city': 'North Miami', 'state': 'FL', 'country': 'United States'}",24.0,0.0,24.0,8,Women's Bikini,2024-09-14,"Fort Lauderdale,Florida",https://www.ifbbpro.com/competition/2024-janet-layugs-battle-of-the-bodies/,,2024-janet-layugs-battle-of-the-bodies,True
Renata Guimaraes,"{'city': 'Chicago', 'state': 'IL', 'country': 'United States'}",28.0,0.0,28.0,9,Women's Bikini,2024-09-14,"Fort Lauderdale,Florida",https://www.ifbbpro.com/competition/2024-janet-layugs-battle-of-the-bodies/,,2024-janet-layugs-battle-of-the-bodies,True
Angela Ruscilli,"{'city': 'Columbus', 'state': 'OH', 'country': 'United States'}",29.0,0.0,29.0,10,Women's Bikini,2024-09-14,"Fort Lauderdale,Florida",https://www.ifbbpro.com/competition/2024-janet-layugs-battle-of-the-bodies/,,2024-janet-layugs-battle-of-the-bodies,True
Nastya Sheva,"{'city': '', 'state': '', 'country': 'Germany'}",33.0,0.0,33.0,11,Women's Bikini,2024-09-14,"Fort Lauderdale,Florida",https://www.ifbbpro.com/competition/2024-janet-layugs-battle-of-the-bodies/,,2024-janet-layugs-battle-of-the-bodies,True
Carolina Quinones,"{'city': 'Miami', 'state': 'FL', 'country': 'United States'}",36.0,0.0,36.0,12,Women's Bikini,2024-09-14,"Fort Lauderdale,Florida",https://www.ifbbpro.com/competition/2024-janet-layugs-battle-of-the-bodies/,,2024-janet-layugs-battle-of-the-bodies,True
Hunter Labrada,"{'city': 'Tomball', 'state': 'TX', 'country': 'United States'}",3.0,3.0,6.0,1,Men's Bodybuilding,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Andrea Presti,"{'city': '', 'state': '', 'country': 'Italy'}",6.0,6.0,12.0,2,Men's Bodybuilding,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Bruno Santos,"{'city': '', 'state': '', 'country': 'Brazil'}",9.0,9.0,18.0,3,Men's Bodybuilding,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Lorenzo Leeuwe,"{'city': '', 'state': '', 'country': 'Netherlands'}",12.0,12.0,24.0,4,Men's Bodybuilding,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Enrico Hoffmann,"{'city': '', 'state': '', 'country': 'Germany'}",15.0,15.0,30.0,5,Men's Bodybuilding,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Chris Ziller,"{'city': '', 'state': '', 'country': 'Germany'}",18.0,18.0,36.0,6,Men's Bodybuilding,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Diogo Nunes,"{'city': '', 'state': '', 'country': 'Portugal'}",21.0,21.0,42.0,7,Men's Bodybuilding,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Josh Maley,"{'city': '', 'state': '', 'country': 'United Kingdom'}",24.0,24.0,48.0,8,Men's Bodybuilding,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Morgan Aste,"{'city': '', 'state': '', 'country': 'France'}",27.0,27.0,54.0,9,Men's Bodybuilding,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Ahmad Alrefaei,"{'city': '', 'state': '', 'country': 'Kuwait'}",30.0,30.0,60.0,10,Men's Bodybuilding,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Dario Paolozzi,"{'city': '', 'state': '', 'country': 'Italy'}",33.0,33.0,66.0,11,Men's Bodybuilding,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Nathan Styles,"{'city': '', 'state': '', 'country': 'United Kingdom'}",36.0,36.0,72.0,12,Men's Bodybuilding,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Alessandro Cavagnola,"{'city': '', 'state': '', 'country': 'Italy'}",3.0,0.0,3.0,1,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Alessandro Colacchi,"{'city': '', 'state': '', 'country': 'Italy'}",6.0,0.0,6.0,2,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Yemi Awoyemi,"{'city': '', 'state': '', 'country': 'United Kingdom'}",9.0,0.0,9.0,3,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Lollo Giachetti,"{'city': '', 'state': '', 'country': 'Italy'}",12.0,0.0,12.0,4,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Pamuke Kisala,"{'city': '', 'state': '', 'country': 'Germany'}",15.0,0.0,15.0,5,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Pedro Lima,"{'city': '', 'state': '', 'country': 'Brazil'}",18.0,0.0,18.0,6,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
James Walters,"{'city': '', 'state': '', 'country': 'United Kingdom'}",21.0,0.0,21.0,7,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Youcef Anava Djoudi,"{'city': '', 'state': '', 'country': 'Algeria'}",24.0,0.0,24.0,8,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Furkan Er,"{'city': '', 'state': '', 'country': 'Turkey'}",27.0,0.0,27.0,9,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Andrea Mosti,"{'city': '', 'state': '', 'country': 'Italy'}",30.0,0.0,30.0,10,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Omar Suleiman,"{'city': '', 'state': '', 'country': 'United Kingdom'}",33.0,0.0,33.0,11,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Hussein Akancan,"{'city': '', 'state': '', 'country': 'United Kingdom'}",36.0,0.0,36.0,12,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Niko Belanger,"{'city': '', 'state': '', 'country': 'Canada'}",39.0,0.0,39.0,13,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Daniel Leone,"{'city': '', 'state': '', 'country': 'Italy'}",42.0,0.0,42.0,14,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Leonardo Marchi,"{'city': '', 'state': '', 'country': 'Italy'}",45.0,0.0,45.0,15,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Aryan Ali,"{'city': '', 'state': '', 'country': 'Germany'}",48.0,0.0,48.0,16,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Andrea Amato,"{'city': '', 'state': '', 'country': 'Italy'}",48.0,0.0,48.0,16,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Andrea Antonelli,"{'city': '', 'state': '', 'country': 'Italy'}",48.0,0.0,48.0,16,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Georgian Dragoi,"{'city': '', 'state': '', 'country': 'Romania'}",48.0,0.0,48.0,16,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Alessio Foschi,"{'city': '', 'state': '', 'country': 'Italy'}",48.0,0.0,48.0,16,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Rory Gissing,"{'city': '', 'state': '', 'country': 'United Kingdom'}",48.0,0.0,48.0,16,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Michael Kent,"{'city': '', 'state': '', 'country': 'United Kingdom'}",48.0,0.0,48.0,16,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Maksimilian Petrov,"{'city': '', 'state': '', 'country': 'Bulgaria'}",48.0,0.0,48.0,16,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Dario Javier Teran Burgos,"{'city': '', 'state': '', 'country': 'Spain'}",48.0,0.0,48.0,16,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Massimiliano Santoro,"{'city': '', 'state': '', 'country': 'Italy'}",48.0,0.0,48.0,16,Men's Physique,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Anna Setlak,"{'city': '', 'state': '', 'country': 'Italy'}",3.0,0.0,3.0,1,Women's Bikini,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Sara Punzetti,"{'city': '', 'state': '', 'country': 'Italy'}",6.0,0.0,6.0,2,Women's Bikini,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Zsofia Molnar,"{'city': '', 'state': '', 'country': 'Hungary'}",9.0,0.0,9.0,3,Women's Bikini,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Kristina Brunauer,"{'city': '', 'state': '', 'country': 'Austria'}",12.0,0.0,12.0,4,Women's Bikini,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Julie Svitakova,"{'city': '', 'state': '', 'country': 'Italy'}",15.0,0.0,15.0,5,Women's Bikini,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Monique Jansen Van Vuuren,"{'city': '', 'state': '', 'country': 'South Africa'}",18.0,0.0,18.0,6,Women's Bikini,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Jess Feeney,"{'city': '', 'state': '', 'country': 'Ireland'}",21.0,0.0,21.0,7,Women's Bikini,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Fanni Orszag,"{'city': '', 'state': '', 'country': 'Hungary'}",24.0,0.0,24.0,8,Women's Bikini,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Anna Thaarup,"{'city': '', 'state': '', 'country': 'Denmark'}",27.0,0.0,27.0,9,Women's Bikini,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Sara Fratella,"{'city': '', 'state': '', 'country': 'Italy'}",30.0,0.0,30.0,10,Women's Bikini,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
Phoebe Goodwin,"{'city': '', 'state': '', 'country': 'United Kingdom'}",33.0,0.0,33.0,11,Women's Bikini,2024-09-08,"Milan,Italy",https://www.ifbbpro.com/competition/2024-promuscle-italy-pro/,,2024-promuscle-italy-pro,True
